country,year,decade,population,continent,life_exp,life_exp_bin,gdp_cap,gdp_cap_bin,gdp_total
Lebanon,1952-01-01,1950,1439529,Asia,55.928,Medium,4834.804067,High,6959840663.764443
Lebanon,1957-01-01,1950,1647412,Asia,59.489,Medium,6089.786934,High,10032388072.514807
Lebanon,1962-01-01,1960,1886848,Asia,62.094,High,5714.560611,High,10782507259.744127
Lebanon,1967-01-01,1960,2186894,Asia,63.87,High,6006.983042,High,13136635172.651548
Lebanon,1972-01-01,1970,2680018,Asia,65.421,High,7486.384341,High,20063644788.798138
Lebanon,1977-01-01,1970,3115787,Asia,66.099,High,8659.696836,High,26981770825.54993
Lebanon,1982-01-01,1980,3086876,Asia,66.983,High,7640.519521,High,23585336336.906395
Lebanon,1987-01-01,1980,3089353,Asia,67.926,High,5377.091329,High,16611733228.520136
Lebanon,1992-01-01,1990,3219994,Asia,69.292,High,6890.806854,High,22188356725.038876
Lebanon,1997-01-01,1990,3430388,Asia,70.265,High,8754.96385,High,30032922931.4738
Lebanon,2002-01-01,2000,3677780,Asia,71.028,Very High,9313.93883,High,34254617950.197395
Lebanon,2007-01-01,2000,3921278,Asia,71.993,Very High,10461.05868,Very High,41020719258.59304
Lesotho,1952-01-01,1950,748747,Africa,42.138,Low,298.8462121,Low,223760204.7712387
Lesotho,1957-01-01,1950,813338,Africa,45.047,Low,335.9971151,Low,273279221.6012038
Lesotho,1962-01-01,1960,893143,Africa,47.747,Low,411.8006266,Low,367796847.0434038
Lesotho,1967-01-01,1960,996380,Africa,48.492,Medium,498.6390265,Low,496833953.22407
Lesotho,1972-01-01,1970,1116779,Africa,49.767,Medium,496.5815922,Low,554571893.9555237
Lesotho,1977-01-01,1970,1251524,Africa,52.208,Medium,745.3695408,Low,932847869.1801791
Lesotho,1982-01-01,1980,1411807,Africa,55.078,Medium,797.2631074,Low,1125581635.8690717
Lesotho,1987-01-01,1980,1599200,Africa,57.18,Medium,773.9932141,Low,1237769947.9887202
Lesotho,1992-01-01,1990,1803195,Africa,59.685,Medium,977.4862725,Low,1762598359.1406376
Lesotho,1997-01-01,1990,1982823,Africa,55.558,Medium,1186.147994,Low,2351921523.907062
Lesotho,2002-01-01,2000,2046772,Africa,44.593,Low,1275.184575,Medium,2610012082.9419
Lesotho,2007-01-01,2000,2012649,Africa,42.592,Low,1569.331442,Medium,3158513357.4098577
Liberia,1952-01-01,1950,863308,Africa,38.48,Low,575.5729961,Low,496896772.11709875
Liberia,1957-01-01,1950,975950,Africa,39.486,Low,620.9699901,Low,606035661.8380951
Liberia,1962-01-01,1960,1112796,Africa,40.502,Low,634.1951625,Low,705729840.04935
Liberia,1967-01-01,1960,1279406,Africa,41.536,Low,713.6036483,Low,912988789.2569098
Liberia,1972-01-01,1970,1482628,Africa,42.614,Low,803.0054535,Low,1190558369.5117981
Liberia,1977-01-01,1970,1703617,Africa,43.764,Low,640.3224383,Low,1090864191.3693311
Liberia,1982-01-01,1980,1956875,Africa,44.852,Low,572.1995694,Low,1119723032.3696249
Liberia,1987-01-01,1980,2269414,Africa,46.027,Low,506.1138573,Low,1148581873.3506222
Liberia,1992-01-01,1990,1912974,Africa,40.802,Low,636.6229191,Low,1217843092.0424035
Liberia,1997-01-01,1990,2200725,Africa,42.221,Low,609.1739508,Low,1340624342.8743298
Liberia,2002-01-01,2000,2814651,Africa,43.753,Low,531.4823679,Low,1495937378.2921028
Liberia,2007-01-01,2000,3193942,Africa,45.678,Low,414.5073415,Low,1323912407.325193
Libya,1952-01-01,1950,1019729,Africa,42.723,Low,2387.54806,Medium,2434651995.6757402
Libya,1957-01-01,1950,1201578,Africa,45.289,Low,3448.284395,Medium,4143382666.77531
Libya,1962-01-01,1960,1441863,Africa,47.808,Low,6757.030816,High,9742712723.450209
Libya,1967-01-01,1960,1759224,Africa,50.227,Medium,18772.75169,Very High,33025475319.088562
Libya,1972-01-01,1970,2183877,Africa,52.773,Medium,21011.49721,Very High,45886525492.48317
Libya,1977-01-01,1970,2721783,Africa,57.442,Medium,21951.21176,Very High,59746434997.768074
Libya,1982-01-01,1980,3344074,Africa,62.155,High,17364.27538,Very High,58067421827.098114
Libya,1987-01-01,1980,3799845,Africa,66.234,High,11770.5898,Very High,44726416798.581
Libya,1992-01-01,1990,4364501,Africa,68.755,High,9640.138501,Very High,42074394127.753
Libya,1997-01-01,1990,4759670,Africa,71.555,Very High,9467.446056,Very High,45061918969.36153
Libya,2002-01-01,2000,5368585,Africa,72.737,Very High,9534.677467,Very High,51187726429.174194
Libya,2007-01-01,2000,6036914,Africa,73.952,Very High,12057.49928,Very High,72790086208.42192
Madagascar,1952-01-01,1950,4762912,Africa,36.681,Low,1443.011715,Medium,6872937813.51408
Madagascar,1957-01-01,1950,5181679,Africa,38.865,Low,1589.20275,Medium,8234738516.41725
Madagascar,1962-01-01,1960,5703324,Africa,40.848,Low,1643.38711,Medium,9372769145.75364
Madagascar,1967-01-01,1960,6334556,Africa,42.881,Low,1634.047282,Medium,10350964014.476791
Madagascar,1972-01-01,1970,7082430,Africa,44.851,Low,1748.562982,Medium,12384074920.60626
Madagascar,1977-01-01,1970,8007166,Africa,46.881,Low,1544.228586,Medium,12364894630.047276
Madagascar,1982-01-01,1980,9171477,Africa,48.969,Medium,1302.878658,Medium,11949321645.637867
Madagascar,1987-01-01,1980,10568642,Africa,49.35,Medium,1155.441948,Low,12211452300.194614
Madagascar,1992-01-01,1990,12210395,Africa,52.214,Medium,1040.67619,Low,12707067346.995049
Madagascar,1997-01-01,1990,14165114,Africa,54.978,Medium,986.2958956,Low,13970993798.906097
Madagascar,2002-01-01,2000,16473477,Africa,57.286,Medium,894.6370822,Low,14737783396.96881
Madagascar,2007-01-01,2000,19167654,Africa,59.443,Medium,1044.770126,Low,20025792284.704403
Malawi,1952-01-01,1950,2917802,Africa,36.256,Low,369.1650802,Low,1077150609.3377204
Malawi,1957-01-01,1950,3221238,Africa,37.207,Low,416.3698064,Low,1341226242.4283233
Malawi,1962-01-01,1960,3628608,Africa,38.41,Low,427.9010856,Low,1552685302.4168448
Malawi,1967-01-01,1960,4147252,Africa,39.487,Low,495.5147806,Low,2055024664.8729112
Malawi,1972-01-01,1970,4730997,Africa,41.766,Low,584.6219709,Low,2765844790.461987
Malawi,1977-01-01,1970,5637246,Africa,43.767,Low,663.2236766,Low,3738755018.0186434
Malawi,1982-01-01,1980,6502825,Africa,45.642,Low,632.8039209,Low,4115013156.9265423
Malawi,1987-01-01,1980,7824747,Africa,47.457,Low,635.5173634,Low,4972762582.71206
Malawi,1992-01-01,1990,10014249,Africa,49.42,Medium,563.2000145,Low,5640025182.00661
Malawi,1997-01-01,1990,10419991,Africa,47.495,Low,692.2758103,Low,7213507712.843707
Malawi,2002-01-01,2000,11824495,Africa,45.009,Low,665.4231186,Low,7868292338.770106
Malawi,2007-01-01,2000,13327079,Africa,48.303,Medium,759.3499101,Low,10119916240.545597
Malaysia,1952-01-01,1950,6748378,Asia,48.463,Medium,1831.132894,Medium,12357176936.945932
Malaysia,1957-01-01,1950,7739235,Asia,52.102,Medium,1810.066992,Medium,14008533816.83112
Malaysia,1962-01-01,1960,8906385,Asia,55.737,Medium,2036.884944,Medium,18141281511.967438
Malaysia,1967-01-01,1960,10154878,Asia,59.371,Medium,2277.742396,Medium,23130196146.80769
Malaysia,1972-01-01,1970,11441462,Asia,63.01,High,2849.09478,Medium,32597809659.76836
Malaysia,1977-01-01,1970,12845381,Asia,65.256,High,3827.921571,High,49171111017.61355
Malaysia,1982-01-01,1980,14441916,Asia,68.0,High,4920.355951,High,71059367334.44211
Malaysia,1987-01-01,1980,16331785,Asia,69.5,High,5249.802653,High,85738648221.2256
Malaysia,1992-01-01,1990,18319502,Asia,70.693,High,7277.912802,High,133327738132.0646
Malaysia,1997-01-01,1990,20476091,Asia,71.938,Very High,10132.90964,Very High,207482379883.41724
Malaysia,2002-01-01,2000,22662365,Asia,73.044,Very High,10206.97794,Very High,231314259623.22812
Malaysia,2007-01-01,2000,24821286,Asia,74.241,Very High,12451.6558,Very High,309066109785.3588
Mali,1952-01-01,1950,3838168,Africa,33.685,Low,452.3369807,Low,1736145324.5393577
Mali,1957-01-01,1950,4241884,Africa,35.307,Low,490.3821867,Low,2080144351.6477427
Mali,1962-01-01,1960,4690372,Africa,36.936,Low,496.1743428,Low,2327242244.5875216
Mali,1967-01-01,1960,5212416,Africa,38.487,Low,545.0098873,Low,2840818256.7207165
Mali,1972-01-01,1970,5828158,Africa,39.977,Low,581.3688761,Low,3388309666.1932235
Mali,1977-01-01,1970,6491649,Africa,41.714,Low,686.3952693,Low,4455837163.556076
Mali,1982-01-01,1980,6998256,Africa,43.916,Low,618.0140641,Low,4325020632.17221
Mali,1987-01-01,1980,7634008,Africa,46.364,Low,684.1715576,Low,5222971144.090861
Mali,1992-01-01,1990,8416215,Africa,48.388,Medium,739.014375,Low,6219703868.090625
Mali,1997-01-01,1990,9384984,Africa,49.903,Medium,790.2579846,Low,7416558541.343246
Mali,2002-01-01,2000,10580176,Africa,51.818,Medium,951.4097518,Low,10066082622.160316
Mali,2007-01-01,2000,12031795,Africa,54.467,Medium,1042.581557,Low,12544127564.604815
Mauritania,1952-01-01,1950,1022556,Africa,40.543,Low,743.1159097,Low,759877632.1591932
Mauritania,1957-01-01,1950,1076852,Africa,42.338,Low,846.1202613,Low,911146295.6214277
Mauritania,1962-01-01,1960,1146757,Africa,44.248,Low,1055.896036,Low,1210856170.555252
Mauritania,1967-01-01,1960,1230542,Africa,46.289,Low,1421.145193,Medium,1748778848.0846062
Mauritania,1972-01-01,1970,1332786,Africa,48.437,Medium,1586.851781,Medium,2114933837.791866
Mauritania,1977-01-01,1970,1456688,Africa,50.852,Medium,1497.492223,Medium,2181378951.337424
Mauritania,1982-01-01,1980,1622136,Africa,53.599,Medium,1481.150189,Medium,2402627042.983704
Mauritania,1987-01-01,1980,1841240,Africa,56.145,Medium,1421.603576,Medium,2617513368.27424
Mauritania,1992-01-01,1990,2119465,Africa,58.333,Medium,1361.369784,Medium,2885375609.24556
Mauritania,1997-01-01,1990,2444741,Africa,60.43,Medium,1483.136136,Medium,3625883720.260776
Mauritania,2002-01-01,2000,2828858,Africa,62.247,High,1579.019543,Medium,4466822066.371894
Mauritania,2007-01-01,2000,3270065,Africa,64.164,High,1803.151496,Medium,5896422596.76724
Mauritius,1952-01-01,1950,516556,Africa,50.986,Medium,1967.955707,Medium,1016559328.1850921
Mauritius,1957-01-01,1950,609816,Africa,58.089,Medium,2034.037981,Medium,1240388905.421496
Mauritius,1962-01-01,1960,701016,Africa,60.246,Medium,2529.067487,Medium,1772916773.4667919
Mauritius,1967-01-01,1960,789309,Africa,61.557,High,2475.387562,Medium,1953845681.1746578
Mauritius,1972-01-01,1970,851334,Africa,62.944,High,2575.484158,Medium,2192597230.1667724
Mauritius,1977-01-01,1970,913025,Africa,64.93,High,3710.982963,High,3388220219.793075
Mauritius,1982-01-01,1980,992040,Africa,66.711,High,3688.037739,High,3658680958.59756
Mauritius,1987-01-01,1980,1042663,Africa,68.74,High,4783.586903,High,4987669071.042689
Mauritius,1992-01-01,1990,1096202,Africa,69.745,High,6058.253846,High,6641069982.492891
Mauritius,1997-01-01,1990,1149818,Africa,70.736,High,7425.705295,High,8538209610.88631
Mauritius,2002-01-01,2000,1200206,Africa,71.954,Very High,9021.815894,High,10828037566.874163
Mauritius,2007-01-01,2000,1250882,Africa,72.801,Very High,10956.99112,Very High,13705902966.167841
Mexico,1952-01-01,1950,30144317,Americas,50.789,Medium,3478.125529,Medium,104845718511.96869
Mexico,1957-01-01,1950,35015548,Americas,55.19,Medium,4131.546641,High,144668369722.17426
Mexico,1962-01-01,1960,41121485,Americas,58.299,Medium,4581.609385,High,188402581601.13672
Mexico,1967-01-01,1960,47995559,Americas,60.11,Medium,5754.733883,High,276201669610.82556
Mexico,1972-01-01,1970,55984294,Americas,62.361,High,6809.40669,High,381219826098.52686
Mexico,1977-01-01,1970,63759976,Americas,65.032,High,7674.929108,High,489353295727.78143
Mexico,1982-01-01,1980,71640904,Americas,67.405,High,9611.147541,Very High,688551298314.6171
Mexico,1987-01-01,1980,80122492,Americas,69.498,High,8688.156003,High,696116709845.1195
Mexico,1992-01-01,1990,88111030,Americas,71.455,Very High,9472.384295,Very High,834621536788.2738
Mexico,1997-01-01,1990,95895146,Americas,73.67,Very High,9767.29753,Very High,936636422664.7893
Mexico,2002-01-01,2000,102479927,Americas,74.902,Very High,10742.44053,Very High,1100884521316.2412
Mexico,2007-01-01,2000,108700891,Americas,76.195,Very High,11977.57496,Very High,1301973070171.2893
Mongolia,1952-01-01,1950,800663,Asia,42.244,Low,786.5668575,Low,629774979.8265225
Mongolia,1957-01-01,1950,882134,Asia,45.248,Low,912.6626085,Low,805090717.486539
Mongolia,1962-01-01,1960,1010280,Asia,48.251,Medium,1056.353958,Low,1067213276.6882399
Mongolia,1967-01-01,1960,1149500,Asia,51.253,Medium,1226.04113,Medium,1409334278.9350002
Mongolia,1972-01-01,1970,1320500,Asia,53.754,Medium,1421.741975,Medium,1877410277.9875
Mongolia,1977-01-01,1970,1528000,Asia,55.491,Medium,1647.511665,Medium,2517397824.12
Mongolia,1982-01-01,1980,1756032,Asia,57.489,Medium,2000.603139,Medium,3513123131.384448
Mongolia,1987-01-01,1980,2015133,Asia,60.222,Medium,2338.008304,Medium,4711397687.664432
Mongolia,1992-01-01,1990,2312802,Asia,61.271,High,1785.402016,Medium,4129281353.408832
Mongolia,1997-01-01,1990,2494803,Asia,63.625,High,1902.2521,Medium,4745744245.8363
Mongolia,2002-01-01,2000,2674234,Asia,65.033,High,2140.739323,Medium,5724837882.703582
Mongolia,2007-01-01,2000,2874127,Asia,66.803,High,3095.772271,Medium,8897642669.932417
Montenegro,1952-01-01,1950,413834,Europe,59.164,Medium,2647.585601,Medium,1095660939.604234
Montenegro,1957-01-01,1950,442829,Europe,61.448,High,3682.259903,High,1630611470.585587
Montenegro,1962-01-01,1960,474528,Europe,63.728,High,4649.593785,High,2206362439.60848
Montenegro,1967-01-01,1960,501035,Europe,67.178,High,5907.850937,High,2960040094.219795
Montenegro,1972-01-01,1970,527678,Europe,70.636,High,7778.414017,High,4104497951.662526
Montenegro,1977-01-01,1970,560073,Europe,73.066,Very High,9595.929905,Very High,5374421249.683065
Montenegro,1982-01-01,1980,562548,Europe,74.101,Very High,11222.58762,Very High,6313244220.45576
Montenegro,1987-01-01,1980,569473,Europe,74.865,Very High,11732.51017,Very High,6681347764.04041
Montenegro,1992-01-01,1990,621621,Europe,75.435,Very High,7003.339037,High,4353422615.518977
Montenegro,1997-01-01,1990,692651,Europe,75.445,Very High,6465.613349,High,4478413551.798199
Montenegro,2002-01-01,2000,720230,Europe,73.981,Very High,6557.194282,High,4722688037.72486
Montenegro,2007-01-01,2000,684736,Europe,74.543,Very High,9253.896111,High,6336475807.461696
Morocco,1952-01-01,1950,9939217,Africa,42.873,Low,1688.20357,Medium,16779421622.40469
Morocco,1957-01-01,1950,11406350,Africa,45.423,Low,1642.002314,Medium,18729253094.2939
Morocco,1962-01-01,1960,13056604,Africa,47.924,Low,1566.353493,Medium,20451257282.11777
Morocco,1967-01-01,1960,14770296,Africa,50.335,Medium,1711.04477,Medium,25272637722.15192
Morocco,1972-01-01,1970,16660670,Africa,52.862,Medium,1930.194975,Medium,32158341514.13325
Morocco,1977-01-01,1970,18396941,Africa,55.73,Medium,2370.619976,Medium,43612155831.89342
Morocco,1982-01-01,1980,20198730,Africa,59.65,Medium,2702.620356,Medium,54589498863.34788
Morocco,1987-01-01,1980,22987397,Africa,62.677,High,2755.046991,Medium,63331358935.77243
Morocco,1992-01-01,1990,25798239,Africa,65.393,High,2948.047252,Medium,76054427590.38922
Morocco,1997-01-01,1990,28529501,Africa,67.66,High,2982.101858,Medium,85077877939.91286
Morocco,2002-01-01,2000,31167783,Africa,69.615,High,3258.495584,Medium,101560083268.57027
Morocco,2007-01-01,2000,33757175,Africa,71.164,Very High,3820.17523,High,128958323769.77524
Mozambique,1952-01-01,1950,6446316,Africa,31.286,Low,468.5260381,Low,3020266895.8206396
Mozambique,1957-01-01,1950,7038035,Africa,33.779,Low,495.5868333,Low,3487957478.3045654
Mozambique,1962-01-01,1960,7788944,Africa,36.161,Low,556.6863539,Low,4335998836.091281
Mozambique,1967-01-01,1960,8680909,Africa,38.113,Low,566.6691539,Low,4919203358.112895
Mozambique,1972-01-01,1970,9809596,Africa,40.328,Low,724.9178037,Low,7111150787.504306
Mozambique,1977-01-01,1970,11127868,Africa,42.495,Low,502.3197334,Low,5589747687.070392
Mozambique,1982-01-01,1980,12587223,Africa,42.795,Low,462.2114149,Low,5817958152.491823
Mozambique,1987-01-01,1980,12891952,Africa,42.861,Low,389.8761846,Low,5026265057.806339
Mozambique,1992-01-01,1990,13160731,Africa,44.284,Low,410.8968239,Low,5407702568.102271
Mozambique,1997-01-01,1990,16603334,Africa,46.344,Low,472.3460771,Low,7842519681.681051
Mozambique,2002-01-01,2000,18473780,Africa,44.026,Low,633.6179466,Low,11705318549.540148
Mozambique,2007-01-01,2000,19951656,Africa,42.082,Low,823.6856205,Low,16433892152.362549
Myanmar,1952-01-01,1950,20092996,Asia,36.319,Low,331.0,Low,6650781676.0
Myanmar,1957-01-01,1950,21731844,Asia,41.905,Low,350.0,Low,7606145400.0
Myanmar,1962-01-01,1960,23634436,Asia,45.108,Low,388.0,Low,9170161168.0
Myanmar,1967-01-01,1960,25870271,Asia,49.379,Medium,349.0,Low,9028724579.0
Myanmar,1972-01-01,1970,28466390,Asia,53.07,Medium,357.0,Low,10162501230.0
Myanmar,1977-01-01,1970,31528087,Asia,56.059,Medium,371.0,Low,11696920277.0
Myanmar,1982-01-01,1980,34680442,Asia,58.056,Medium,424.0,Low,14704507408.0
Myanmar,1987-01-01,1980,38028578,Asia,58.339,Medium,385.0,Low,14641002530.0
Myanmar,1992-01-01,1990,40546538,Asia,59.32,Medium,347.0,Low,14069648686.0
Myanmar,1997-01-01,1990,43247867,Asia,60.328,Medium,415.0,Low,17947864805.0
Myanmar,2002-01-01,2000,45598081,Asia,59.908,Medium,611.0,Low,27860427491.0
Myanmar,2007-01-01,2000,47761980,Asia,62.069,High,944.0,Low,45087309120.0
Namibia,1952-01-01,1950,485831,Africa,41.725,Low,2423.780443,Medium,1177547676.4031332
Namibia,1957-01-01,1950,548080,Africa,45.226,Low,2621.448058,Medium,1436763251.62864
Namibia,1962-01-01,1960,621392,Africa,48.386,Medium,3173.215595,Medium,1971810785.00824
Namibia,1967-01-01,1960,706640,Africa,51.159,Medium,3793.694753,High,2680776460.25992
Namibia,1972-01-01,1970,821782,Africa,53.867,Medium,3746.080948,High,3078461893.609336
Namibia,1977-01-01,1970,977026,Africa,56.437,Medium,3876.485958,High,3787427569.6009083
Namibia,1982-01-01,1980,1099010,Africa,58.968,Medium,4191.100511,High,4606061372.59411
Namibia,1987-01-01,1980,1278184,Africa,60.835,High,3693.731337,High,4721268295.252008
Namibia,1992-01-01,1990,1554253,Africa,61.999,High,3804.537999,High,5913214598.559747
Namibia,1997-01-01,1990,1774766,Africa,58.909,Medium,3899.52426,High,6920743072.82316
Namibia,2002-01-01,2000,1972153,Africa,51.479,Medium,4072.324751,High,8031247474.658903
Namibia,2007-01-01,2000,2055080,Africa,52.906,Medium,4811.060429,High,9887114066.42932
Nepal,1952-01-01,1950,9182536,Asia,36.157,Low,545.8657229,Low,5012431651.695274
Nepal,1957-01-01,1950,9682338,Asia,37.686,Low,597.9363558,Low,5789421899.343861
Nepal,1962-01-01,1960,10332057,Asia,39.393,Low,652.3968593,Low,6740601536.90858
Nepal,1967-01-01,1960,11261690,Asia,41.472,Low,676.4422254,Low,7617882645.364925
Nepal,1972-01-01,1970,12412593,Asia,43.971,Low,674.7881296,Low,8375870413.956054
Nepal,1977-01-01,1970,13933198,Asia,46.748,Low,694.1124398,Low,9671206057.996479
Nepal,1982-01-01,1980,15796314,Asia,49.594,Medium,718.3730947,Low,11347646973.032936
Nepal,1987-01-01,1980,17917180,Asia,52.537,Medium,775.6324501,Low,13897146222.282719
Nepal,1992-01-01,1990,20326209,Asia,55.727,Medium,897.7403604,Low,18247658193.225723
Nepal,1997-01-01,1990,23001113,Asia,59.426,Medium,1010.892138,Low,23251644296.949596
Nepal,2002-01-01,2000,25873917,Asia,61.34,High,1057.206311,Low,27354068342.690186
Nepal,2007-01-01,2000,28901790,Asia,63.785,High,1091.359778,Low,31542251118.20262
Netherlands,1952-01-01,1950,10381988,Europe,72.13,Very High,8941.571858,High,92831291730.89369
Netherlands,1957-01-01,1950,11026383,Europe,72.99,Very High,11276.19344,Very High,124335627651.52751
Netherlands,1962-01-01,1960,11805689,Europe,73.23,Very High,12790.84956,Very High,151004791951.14685
Netherlands,1967-01-01,1960,12596822,Europe,73.82,Very High,15363.25136,Very High,193528142723.17792
Netherlands,1972-01-01,1970,13329874,Europe,73.75,Very High,18794.74567,Very High,250531591643.14557
Netherlands,1977-01-01,1970,13852989,Europe,75.24,Very High,21209.0592,Very High,293808863797.9488
Netherlands,1982-01-01,1980,14310401,Europe,76.05,Very High,21399.46046,Very High,306234860366.24445
Netherlands,1987-01-01,1980,14665278,Europe,76.83,Very High,23651.32361,Very High,346853235808.6136
Netherlands,1992-01-01,1990,15174244,Europe,77.42,Very High,26790.94961,Very High,406532406373.84485
Netherlands,1997-01-01,1990,15604464,Europe,78.03,Very High,30246.13063,Very High,471974656555.1323
Netherlands,2002-01-01,2000,16122830,Europe,78.53,Very High,33724.75778,Very High,543738536478.1174
Netherlands,2007-01-01,2000,16570613,Europe,79.762,Very High,36797.93332,Very High,609764312245.5251
New Zealand,1952-01-01,1950,1994794,Oceania,69.39,High,10556.57566,Very High,21058193787.11404
New Zealand,1957-01-01,1950,2229407,Oceania,70.26,High,12247.39532,Very High,27304428858.17524
New Zealand,1962-01-01,1960,2488550,Oceania,71.24,Very High,13175.678,Very High,32788333486.9
New Zealand,1967-01-01,1960,2728150,Oceania,71.52,Very High,14463.91893,Very High,39459740428.8795
New Zealand,1972-01-01,1970,2929100,Oceania,71.89,Very High,16046.03728,Very High,47000447796.848
New Zealand,1977-01-01,1970,3164900,Oceania,72.22,Very High,16233.7177,Very High,51378093148.729996
New Zealand,1982-01-01,1980,3210650,Oceania,73.84,Very High,17632.4104,Very High,56611498450.76
New Zealand,1987-01-01,1980,3317166,Oceania,74.32,Very High,19007.19129,Very High,63050008702.684135
New Zealand,1992-01-01,1990,3437674,Oceania,76.33,Very High,18363.32494,Very High,63127124699.78956
New Zealand,1997-01-01,1990,3676187,Oceania,77.55,Very High,21050.41377,Very High,77385257445.89499
New Zealand,2002-01-01,2000,3908037,Oceania,79.11,Very High,23189.80135,Very High,90626601698.44995
New Zealand,2007-01-01,2000,4115771,Oceania,80.204,Very High,25185.00911,Very High,103655730129.67381
Nicaragua,1952-01-01,1950,1165790,Americas,42.314,Low,3112.363948,Medium,3628362766.93892
Nicaragua,1957-01-01,1950,1358828,Americas,45.432,Low,3457.415947,Medium,4698033596.430116
Nicaragua,1962-01-01,1960,1590597,Americas,48.632,Medium,3634.364406,High,5780809121.090383
Nicaragua,1967-01-01,1960,1865490,Americas,51.884,Medium,4643.393534,High,8662204203.74166
Nicaragua,1972-01-01,1970,2182908,Americas,55.151,Medium,4688.593267,High,10234767751.280436
Nicaragua,1977-01-01,1970,2554598,Americas,57.47,Medium,5486.371089,High,14015472611.217222
Nicaragua,1982-01-01,1980,2979423,Americas,59.298,Medium,3470.338156,Medium,10339605319.763987
Nicaragua,1987-01-01,1980,3344353,Americas,62.008,High,2955.984375,Medium,9885855212.484375
Nicaragua,1992-01-01,1990,4017939,Americas,65.843,High,2170.151724,Medium,8719537247.776834
Nicaragua,1997-01-01,1990,4609572,Americas,68.426,High,2253.023004,Medium,10385471754.594288
Nicaragua,2002-01-01,2000,5146848,Americas,70.836,High,2474.548819,Medium,12736126639.972513
Nicaragua,2007-01-01,2000,5675356,Americas,72.899,Very High,2749.320965,Medium,15603375234.63854
Niger,1952-01-01,1950,3379468,Africa,37.444,Low,761.879376,Low,2574746971.051968
Niger,1957-01-01,1950,3692184,Africa,38.598,Low,835.5234025,Low,3084906138.33606
Niger,1962-01-01,1960,4076008,Africa,39.487,Low,997.7661127,Low,4066902657.4941015
Niger,1967-01-01,1960,4534062,Africa,40.118,Low,1054.384891,Low,4780646467.657242
Niger,1972-01-01,1970,5060262,Africa,40.546,Low,954.2092363,Low,4828548738.4979105
Niger,1977-01-01,1970,5682086,Africa,41.291,Low,808.8970728,Low,4596222732.797861
Niger,1982-01-01,1980,6437188,Africa,42.598,Low,909.7221354,Low,5856052413.331255
Niger,1987-01-01,1980,7332638,Africa,44.555,Low,668.3000228,Low,4900402142.5841465
Niger,1992-01-01,1990,8392818,Africa,47.391,Low,581.182725,Low,4877760835.66905
Niger,1997-01-01,1990,9666252,Africa,51.313,Medium,580.3052092,Low,5609376389.039919
Niger,2002-01-01,2000,11140655,Africa,54.496,Medium,601.0745012,Low,6696363647.1662855
Niger,2007-01-01,2000,12894865,Africa,56.867,Medium,619.6768924,Low,7990649871.117527
Nigeria,1952-01-01,1950,33119096,Africa,36.324,Low,1077.281856,Low,35678601207.92218
Nigeria,1957-01-01,1950,37173340,Africa,37.802,Low,1100.592563,Low,40912701545.870415
Nigeria,1962-01-01,1960,41871351,Africa,39.36,Low,1150.927478,Low,48190888406.88278
Nigeria,1967-01-01,1960,47287752,Africa,41.04,Low,1014.514104,Low,47974091350.45421
Nigeria,1972-01-01,1970,53740085,Africa,42.821,Low,1698.388838,Medium,91271560517.17123
Nigeria,1977-01-01,1970,62209173,Africa,44.514,Low,1981.951806,Medium,123295582777.11644
Nigeria,1982-01-01,1980,73039376,Africa,45.826,Low,1576.97375,Medium,115181178668.38
Nigeria,1987-01-01,1980,81551520,Africa,46.886,Low,1385.029563,Medium,112951266107.58577
Nigeria,1992-01-01,1990,93364244,Africa,47.472,Low,1619.848217,Medium,151235904174.95294
Nigeria,1997-01-01,1990,106207839,Africa,47.464,Low,1624.941275,Medium,172581501319.65472
Nigeria,2002-01-01,2000,119901274,Africa,46.608,Low,1615.286395,Medium,193674896635.36725
Nigeria,2007-01-01,2000,135031164,Africa,46.859,Low,2013.977305,Medium,271949699763.733
Norway,1952-01-01,1950,3327728,Europe,72.67,Very High,10095.42172,Very High,33594817529.45216
Norway,1957-01-01,1950,3491938,Europe,73.44,Very High,11653.97304,Very High,40694951309.351524
Norway,1962-01-01,1960,3638919,Europe,73.47,Very High,13450.40151,Very High,48944921612.36769
Norway,1967-01-01,1960,3786019,Europe,74.08,Very High,16361.87647,Very High,61946375191.07293
Norway,1972-01-01,1970,3933004,Europe,74.34,Very High,18965.05551,Very High,74589639181.05203
Norway,1977-01-01,1970,4043205,Europe,75.37,Very High,23311.34939,Very High,94252564410.39494
Norway,1982-01-01,1980,4114787,Europe,75.97,Very High,26298.63531,Very High,108213282691.32898
Norway,1987-01-01,1980,4186147,Europe,75.89,Very High,31540.9748,Very High,132035157036.0956
Norway,1992-01-01,1990,4286357,Europe,77.32,Very High,33965.66115,Very High,145588949429.93054
Norway,1997-01-01,1990,4405672,Europe,78.32,Very High,41283.16433,Very High,181880081160.07977
Norway,2002-01-01,2000,4535591,Europe,79.05,Very High,44683.97525,Very High,202668235988.12277
Norway,2007-01-01,2000,4627926,Europe,80.196,Very High,49357.19017,Very High,228421423674.68744
Oman,1952-01-01,1950,507833,Asia,37.578,Low,1828.230307,Medium,928435681.4947311
Oman,1957-01-01,1950,561977,Asia,40.08,Low,2242.746551,Medium,1260371978.491327
Oman,1962-01-01,1960,628164,Asia,43.165,Low,2924.638113,Medium,1837152375.614532
